target,eigenvalue,participation_ratio
0,0.0023789465174759395,0.4441071738606175
0,0.0059472191004225974,0.40590059970273984
0,0.005966069554713888,0.4076632808131157
0,0.009539702441703777,0.4441689868167458
0,0.011850768740568568,0.4009288223110798
0,0.011908728944370695,0.39901351606146696
0,0.015459763221134275,0.4384576548477149
0,0.01551937322996688,0.43787907548316957
0,0.020202107935136483,0.40477541913076676
0,0.02024192349574751,0.39887863689698067
0,0.021464156631786472,0.4458589586600488
0,0.02367494191398636,0.4148364011012861
0,0.02384570367294126,0.41559170552862773
0,0.029765769815721887,0.4376768222735131
0,0.029817391290963974,0.4392496895593054
0,0.030867852578405137,0.43721689512691536
0,0.030994910605826584,0.4295348064640514
0,0.03431171124963789,0.4383315143678992
0,0.03464694249950587,0.44310159784648107
0,0.03810189688739162,0.4402404400037734
0,0.04043157492784417,0.3772021346075598
10,10.00000691894549,0.23909208264330634
10,9.99929572895018,0.23025325604146718
10,10.001207573525967,0.19086439150066561
10,10.003329232403367,0.2075737429635041
10,9.996586728333115,0.22229040783427811
10,10.004401507733107,0.23338995167697824
10,9.995353715002926,0.19681224691769447
10,10.005556729601786,0.22254472500021916
10,9.993716631631548,0.23034437429619847
10,9.99190327444406,0.22478892119517743
10,10.00811077211785,0.18533930826055306
10,9.99178129585058,0.20096544035046346
10,10.009231887923741,0.2368756048486033
10,9.990577408228512,0.21696159883624397
10,10.010132972317745,0.23637138500099095
10,10.010787826177515,0.22174465849615663
10,10.011852455385544,0.23219077964595627
10,9.987444147743505,0.23847015881347502
10,9.986704927591262,0.22685250861814008
10,10.014345857697899,0.22561554033739686
10,9.984942790115982,0.20840994478224675
20,19.999648446940803,0.17756853914371207
20,20.000611479726658,0.16435176050093028
20,19.998773283123718,0.16567590504806073
20,20.00324776917646,0.18904276881084417
20,19.996416024075078,0.1657316621686718
20,20.004236962023516,0.18725922570364356
20,20.004429698553665,0.16949672602945148
20,19.99500293992183,0.1359204435448195
20,19.994730059465358,0.15297295610259123
20,20.005775898763044,0.16080110719831142
20,19.993586757542506,0.16946926095876452
20,20.00672369853428,0.1682733840984629
20,19.99221806692931,0.1875906294854731
20,19.991789286639797,0.1653559215496998
20,20.008422739200295,0.15782225237719993
20,19.990662698910466,0.15607438469043605
20,20.010072264022185,0.17901644298359187
20,19.989435280109657,0.1637293477106057
20,20.01114316058645,0.17066448911477566
20,20.011345285094393,0.16575488968675334
20,19.988611617568555,0.17149337695413114
30,30.000049716783458,0.17588241782775885
30,30.001041573214835,0.18758566793541617
30,29.99806435403868,0.1653802212003561
30,30.0019439212403,0.18761386114825934
30,30.002612949920113,0.18922068432325564
30,30.002871437326476,0.19484873019893956
30,29.99642271676753,0.15706872583986484
30,29.995410116501336,0.18306278607550922
30,30.004816054604017,0.18087936254175632
30,29.993686425181526,0.16833965741087595
30,30.006676410251305,0.1945464627737301
30,30.00710670087673,0.1890535560764087
30,29.99245563964007,0.15876813395888034
30,29.992289366106966,0.2006236378570264
30,29.99095193127515,0.1941923726893774
30,30.009217608823896,0.20303548248896927
30,29.990406955548142,0.17102899684634343
30,30.011002856749556,0.1907734157005538
30,29.988185762653426,0.15663945025316023
30,30.012057300982164,0.1598108174157187
30,29.98785226863136,0.19390607958803802
40,40.00103910245564,0.1662544381030693
40,39.99861098328279,0.18855201349068018
40,40.00252877807935,0.17915562098915558
40,39.99737841367325,0.1599860844638871
40,40.003031677178484,0.18503689881871194
40,40.00355161078285,0.14019047568472048
40,39.995791109023884,0.14633622453666514
40,39.99480996239064,0.13014220071753324
40,39.994553302966594,0.18395874561049508
40,40.00554031488129,0.165574535960773
40,39.99376866744337,0.18268217551463126
40,40.006760594098544,0.1869083788923841
40,40.00821738888728,0.1677439080709455
40,39.99059948178669,0.18300300766129285
40,39.989065271798594,0.1782192676649792
40,40.011494344712425,0.1376964404202754
40,39.98850463142395,0.18744877111671412
40,40.01249773597824,0.14157213000274071
40,39.98726865808216,0.14037053400823207
40,39.98659424927505,0.134013065577621
40,40.0136741597498,0.17303695444721356
50,49.999310265385375,0.1444460476608289
50,50.00177076548972,0.17837024103531401
50,49.99738537926275,0.1590111766765138
50,50.002877811054326,0.16317667426780014
50,49.996292822492364,0.18562809683101697
50,50.00383947314913,0.16402145452145725
50,49.99600207583412,0.17044480354169628
50,49.994890659531556,0.1399921670330061
50,50.00547471501706,0.1605313992603237
50,49.99386589256789,0.17802734717683286
50,50.00625871804724,0.17030074436194095
50,50.00701408063302,0.12793592368519482
50,50.00736468517793,0.14296491063644798
50,49.99165854592386,0.18766171110529328
50,50.009284359274744,0.15620002194652646
50,49.99049252767586,0.13569871874836012
