target,eigenvalue,participation_ratio
0,0.0004306728868610849,0.44356055302476416
0,0.0010774908237923396,0.418573391055059
0,0.0010828639242847244,0.4166898910644653
0,0.0017315813928934472,0.4450141998705502
0,0.002143789230877284,0.42276553573216974
0,0.0021535857662069325,0.42237748681773707
0,0.0027952108140489804,0.3870413196079565
0,0.0028130245222523264,0.3808715408779024
0,0.003647073410344323,0.38070334481231194
0,0.0036788237599952372,0.37945495840990157
0,0.0038705611764939143,0.44380304206369503
0,0.004291421775506653,0.43906519505220754
0,0.004307462784650355,0.43734903502793643
0,0.005365970806929012,0.4152587667189793
0,0.005386746734074583,0.40481455144057094
0,0.005595923182345919,0.40136650066170354
0,0.005613394763803204,0.40574078659977675
0,0.00621804356617537,0.42597375150425665
0,0.006268376921920254,0.4310964689095825
0,0.006904045790357387,0.4373268759998576
0,0.007300855265927577,0.40332955813046384
10,9.999963101331668,0.17151341045393545
10,9.999724338270774,0.21930114782037308
10,10.000383826593216,0.23188280676581233
10,9.999445704587346,0.20208841182704745
10,10.000822310697442,0.21394084590513768
10,9.999168310421156,0.21824055094365133
10,10.001091714142417,0.22118183939924743
10,9.99869755011153,0.20836039047279356
10,10.00137804672121,0.24279518105467826
10,9.99847508237742,0.2397253871305716
10,10.001547524556601,0.1987456323313627
10,9.998305050484571,0.2420681522569325
10,10.001932031251249,0.23551270237630367
10,9.998045625312402,0.22382767363428535
10,10.002158416328987,0.24078420890312266
10,9.997835215915059,0.23896981319259886
10,10.002448281870949,0.23418047672659373
10,10.00268590688951,0.23491528046275773
10,10.002818857758742,0.23477526915625554
10,9.997105609622853,0.22922207349021922
10,10.003148850975018,0.20736554431817045
20,20.000165929743897,0.10685114355452469
20,19.99972411950125,0.10730324165339446
20,20.000546223878615,0.10826199287928234
20,19.999275852948983,0.10018929223717948
20,20.000757937532864,0.11448270904825056
20,20.000786503790934,0.1084352261537166
20,19.999106538008807,0.10748218043625506
20,20.000951138253722,0.11266466861730894
20,19.99861217325927,0.11699629868548046
20,20.001434867492986,0.10815261427084075
20,19.998279915329846,0.10974774965667514
20,20.00178290497965,0.10100009097584298
20,19.99806588898344,0.11942692293652514
20,20.001944367252836,0.10972668244044848
20,19.99792029734403,0.11107359553272808
20,20.002384745337395,0.10014921259414082
20,19.9973100611493,0.10350853790135442
20,19.997258304603008,0.1038622690044587
20,20.002792571130787,0.09869746774899624
20,19.997018391768265,0.10493253996294699
